@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 41\nSize of the tree: 60\n','Number of leaves: 57\nSize of the tree: 83\n','Number of leaves: 35\nSize of the tree: 52\n','Number of leaves: 54\nSize of the tree: 81\n','Number of leaves: 34\nSize of the tree: 48\n','Number of leaves: 44\nSize of the tree: 64\n','Number of leaves: 76\nSize of the tree: 113\n','Number of leaves: 69\nSize of the tree: 111\n','Number of leaves: 62\nSize of the tree: 92\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 53\nSize of the tree: 81\n','Number of leaves: 41\nSize of the tree: 59\n','Number of leaves: 62\nSize of the tree: 89\n','Number of leaves: 61\nSize of the tree: 92\n','Number of leaves: 47\nSize of the tree: 70\n','Number of leaves: 30\nSize of the tree: 42\n','Number of leaves: 54\nSize of the tree: 82\n','Number of leaves: 47\nSize of the tree: 71\n','Number of leaves: 33\nSize of the tree: 48\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 60\nSize of the tree: 119\n','Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 72\nSize of the tree: 143\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 68\nSize of the tree: 135\n','Number of leaves: 45\nSize of the tree: 89\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 5\nSize of the tree: 9\n'}
@attribute measureOutOfBagError numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

contact-lenses,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,18,6,4,2,0,66.666667,33.333333,0,0.333333,0.195759,0.308113,53.621014,74.383495,7.692126,3.719026,3.973101,1.282021,0.619838,0.662183,3.944682,0.657447,51.28207,0,0,0,0,1,5,1,1,?,0,?,?,1,1,0.666667,0.366667,0.633333,0.333333,?,0.666667,?,?,0.883333,0.883333,?,0.666667,0,0,0,0,0,0,74450,2969,2141,100,55.555556,?,-1,?,?,?
contact-lenses,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,16,8,7,1,0,87.5,12.5,0,0.783784,0.196824,0.292178,52.795075,68.724443,10.686262,5.29734,5.388922,1.335783,0.662168,0.673615,6.091882,0.761485,57.006665,1,2,0.166667,1,0.833333,5,0,0,0.666667,1,0.8,0.745356,1,1,0.875,0.041667,0.958333,0.125,0.916667,0.875,0.880556,0.795462,0.916667,0.964286,0.896296,0.875,0,0,0,0,0,0,69473,2831,2279,100,75,?,-1,?,?,?
contact-lenses,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,16,8,6,2,0,75,25,0,0.407407,0.235887,0.340765,63.273193,80.15271,10.686262,6.093831,4.592431,1.335783,0.761729,0.574054,4.584565,0.573071,42.901484,0.5,1,0,0,1,6,0.5,1,1,0.5,0.666667,0.654654,0.833333,0.75,0.75,0.416667,0.583333,0.25,?,0.75,?,?,0.833333,0.876786,?,0.75,0.015,0,0.015625,0,15.625,0,82066,2831,2279,100,66.666667,?,-1,?,?,?
contact-lenses,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,16,8,7,1,0,87.5,12.5,0,0.741935,0.2355,0.303699,63.169412,71.4343,10.686262,5.582047,5.104215,1.335783,0.697756,0.638027,5.077846,0.634731,47.517511,0.5,1,0,0,1,6,0.5,1,1,0.5,0.666667,0.654654,1,1,0.875,0.208333,0.791667,0.125,0.895833,0.875,0.859848,0.754511,0.958333,0.979167,0.858586,0.875,0,0,0,0,0,0,73202,2831,2279,100,83.333333,?,-1,?,?,?
contact-lenses,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,17,7,6,1,0,85.714286,14.285714,0,0.730769,0.139871,0.227447,38.648607,56.23758,8.63441,2.85001,5.784401,1.233487,0.407144,0.826343,5.818066,0.831152,67.382319,1,1,0,0,1,6,0,0,1,1,1,1,1,1,0.857143,0.02381,0.97619,0.142857,0.928571,0.857143,0.873016,0.756712,1,1,0.851852,0.857143,0,0,0,0,0,0,82252,2900,2210,100,61.904762,?,-1,?,?,?
contact-lenses,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,18,6,5,1,0,83.333333,16.666667,0,0.6,0.199206,0.282998,54.565217,68.320387,7.692126,3.587048,4.105078,1.282021,0.597841,0.68418,4.105078,0.68418,53.367275,1,1,0,0,1,5,0,0,1,1,1,1,1,1,0.833333,0.333333,0.666667,0.166667,?,0.833333,?,?,1,1,?,0.833333,0,0,0,0,0,0,86764,2969,2141,100,72.222222,?,-1,?,?,?
contact-lenses,11,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,17,7,5,2,0,71.428571,28.571429,0,0.517241,0.237229,0.331983,62.272718,75.317403,9.913647,5.60661,4.307037,1.416235,0.800944,0.615291,4.743381,0.677626,47.846983,0.5,1,0,0,1,5,0.5,1,1,0.5,0.666667,0.645497,1,1,0.714286,0.214286,0.785714,0.285714,0.785714,0.714286,0.714286,0.514737,0.904762,0.952381,0.694444,0.714286,0,0,0,0,0,0,74184,2900,2210,100,76.190476,?,-1,?,?,?
contact-lenses,12,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,17,7,5,2,0,71.428571,28.571429,0,0.391304,0.270144,0.362405,70.912807,82.219356,9.913647,6.696319,3.217327,1.416235,0.956617,0.459618,3.433085,0.490441,34.629892,0.5,1,0,0,1,5,0.5,1,1,0.5,0.666667,0.645497,1,1,0.714286,0.380952,0.619048,0.285714,?,0.714286,?,?,0.952381,0.904762,?,0.714286,0,0,0,0,0,0,78951,2900,2210,100,80.952381,?,-1,?,?,?
contact-lenses,13,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,17,7,5,2,0,71.428571,28.571429,0,0.461538,0.206008,0.297062,54.077083,67.394895,9.913647,4.4415,5.472146,1.416235,0.6345,0.781735,5.472146,0.781735,55.198119,0.5,1,0,0,1,5,0.5,1,1,0.5,0.666667,0.645497,1,1,0.714286,0.214286,0.785714,0.285714,0.742857,0.714286,0.698413,0.577931,1,1,0.518519,0.714286,0.016,0,0.015625,0,15.625,0,84845,2900,2210,100,71.428571,?,-1,?,?,?
contact-lenses,14,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,17,7,5,2,0,71.428571,28.571429,0,0.363636,0.269349,0.365875,74.425439,90.464733,8.63441,7.414398,1.220012,1.233487,1.0592,0.174287,2.815505,0.402215,32.607964,1,1,0.166667,1,0.833333,5,0,0,0.5,1,0.666667,0.645497,1,1,0.714286,0.380952,0.619048,0.285714,?,0.714286,?,?,0.857143,0.869048,?,0.714286,0,0,0,0,0,0,70065,2900,2210,100,85.714286,?,-1,?,?,?
contact-lenses,15,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,18,6,5,1,0,83.333333,16.666667,0,0.714286,0.173029,0.279276,47.394807,67.421912,7.692126,3.612387,4.07974,1.282021,0.602064,0.679957,4.729863,0.788311,61.489668,1,1,0,0,1,5,0,0,1,1,1,1,1,1,0.833333,0.033333,0.966667,0.166667,0.916667,0.833333,0.849206,0.74348,1,1,0.84127,0.833333,0,0.007,0,0,0,0,83619,2969,2141,100,77.777778,?,-1,?,?,?
contact-lenses,16,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,17,7,5,2,0,71.428571,28.571429,0,0.588235,0.274092,0.38338,71.949107,86.977904,9.913647,7.528343,2.385303,1.416235,1.075478,0.340758,4.197015,0.599574,42.335735,1,2,0,0,1,5,0,0,1,1,1,1,1,1,0.714286,0.047619,0.952381,0.285714,0.904762,0.714286,0.738095,0.666042,0.833333,0.845238,0.722222,0.714286,0,0,0,0,0,0,67776,2900,2210,100,85.714286,?,-1,?,?,?
contact-lenses,17,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,18,6,5,1,0,83.333333,16.666667,0,0.714286,0.173255,0.305709,47.456884,73.803245,7.692126,5.578151,2.113975,1.282021,0.929692,0.352329,4.786978,0.79783,62.23218,1,1,0.2,1,0.8,4,0,0,0.5,1,0.666667,0.632456,1,1,0.833333,0.033333,0.966667,0.166667,0.916667,0.833333,0.849206,0.74348,0.833333,0.944444,0.84127,0.833333,0,0,0,0,0,0,81117,2969,2141,83.333333,72.222222,?,-1,?,?,?
contact-lenses,18,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,18,6,4,2,0,66.666667,33.333333,0,0,0.207778,0.312533,56.913043,75.450668,7.692126,4.062952,3.629174,1.282021,0.677159,0.604862,3.629174,0.604862,47.180377,0,0,0,0,1,5,1,1,?,0,?,?,1,1,0.666667,0.666667,0.333333,0.333333,?,0.666667,?,?,1,1,?,0.666667,0,0,0,0,0,0,88795,2969,2141,100,72.222222,?,-1,?,?,?
contact-lenses,19,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,17,7,5,2,0,71.428571,28.571429,0,0.391304,0.216698,0.340117,56.883333,77.162711,9.913647,5.483049,4.430598,1.416235,0.783293,0.632943,4.611952,0.65885,46.521247,0.5,1,0,0,1,5,0.5,1,1,0.5,0.666667,0.645497,0.9,0.833333,0.714286,0.380952,0.619048,0.285714,?,0.714286,?,?,0.971429,0.952381,?,0.714286,0,0,0,0,0,0,79797,2900,2210,100,66.666667,?,-1,?,?,?
contact-lenses,20,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,16,8,6,2,0,75,25,0,0.619048,0.22141,0.380102,59.389902,89.405313,10.686262,9.527384,1.158878,1.335783,1.190923,0.14486,5.521302,0.690163,51.667285,1,2,0,0,1,6,0,0,1,1,1,1,1,1,0.75,0.035714,0.964286,0.25,0.916667,0.75,0.78125,0.685994,0.833333,0.922619,0.75,0.75,0,0,0,0,0,0,73374,2831,2279,100,75,?,-1,?,?,?
credit-g_simple,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,211,89,0,70.333333,29.666667,0,0.216549,0.375363,0.454202,89.323591,99.114943,264.387604,265.371349,-0.983745,0.881292,0.884571,-0.003279,18.573373,0.061911,7.025054,0.861905,181,0.666667,60,0.333333,30,0.138095,29,0.751037,0.861905,0.802661,0.225092,0.661534,0.814643,0.703333,0.508095,0.491905,0.296667,0.678269,0.703333,0.682668,0.225092,0.661534,0.699536,0.602673,0.703333,0.047,0.016,0.046875,0.015625,46.875,15.625,2201719,61616,27616,98.666667,95,?,-1,?,?,?
credit-g_simple,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,197,103,0,65.666667,34.333333,0,0.09965,0.384879,0.474992,91.588186,103.651665,264.387604,282.253396,-17.865792,0.881292,0.940845,-0.059553,7.293468,0.024312,2.758627,0.82381,173,0.733333,66,0.266667,24,0.17619,37,0.723849,0.82381,0.770601,0.103015,0.620265,0.811075,0.656667,0.56619,0.43381,0.343333,0.624727,0.656667,0.634785,0.103015,0.620265,0.681333,0.544241,0.656667,0.054,0.015,0.046875,0.015625,46.875,15.625,2146141,61616,27616,99,93,?,-1,?,?,?
credit-g_simple,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,202,98,0,67.333333,32.666667,0,0.158076,0.367242,0.444648,87.391129,97.030122,264.387604,2390.153563,-2125.765959,0.881292,7.967179,-7.085887,24.066388,0.080221,9.102691,0.82381,173,0.677778,61,0.322222,29,0.17619,37,0.739316,0.82381,0.779279,0.161547,0.677487,0.815992,0.673333,0.527302,0.472698,0.326667,0.64934,0.673333,0.657034,0.161547,0.677487,0.716603,0.575537,0.673333,0.053,0,0.046875,0,46.875,0,2223087,61616,27616,98.666667,94.166667,?,-1,?,?,?
credit-g_simple,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,200,100,0,66.666667,33.333333,0,0.097473,0.378593,0.471464,90.092401,102.881739,264.387604,1350.807314,-1086.41971,0.881292,4.502691,-3.621399,13.095669,0.043652,4.953209,0.852381,179,0.766667,69,0.233333,21,0.147619,31,0.721774,0.852381,0.781659,0.103766,0.623042,0.798448,0.666667,0.580952,0.419048,0.333333,0.626396,0.666667,0.635894,0.103766,0.623034,0.67898,0.538717,0.666667,0.056,0.008,0.0625,0,62.5,0,2116499,61616,27616,98,93.333333,?,-1,?,?,?
credit-g_simple,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,214,86,0,71.333333,28.666667,0,0.218182,0.377949,0.448454,89.938999,97.86068,264.387604,254.712771,9.674833,0.881292,0.849043,0.032249,15.558711,0.051862,5.884811,0.890476,187,0.7,63,0.3,27,0.109524,23,0.748,0.890476,0.813043,0.234216,0.659444,0.823205,0.713333,0.522857,0.477143,0.286667,0.6856,0.713333,0.684845,0.234216,0.659444,0.711245,0.599379,0.713333,0.059,0.002,0.0625,0,62.5,0,2240023,61616,27616,99.333333,94.5,?,-1,?,?,?
credit-g_simple,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,206,94,0,68.666667,31.333333,0,0.139194,0.367942,0.455107,87.557812,99.312405,264.387604,1334.718378,-1070.330774,0.881292,4.449061,-3.567769,24.220356,0.080735,9.160927,0.87619,184,0.755556,68,0.244444,22,0.12381,26,0.730159,0.87619,0.796537,0.150794,0.652063,0.803462,0.686667,0.566032,0.433968,0.313333,0.648611,0.686667,0.653228,0.150794,0.652063,0.690582,0.557689,0.686667,0.053,0.01,0.0625,0,62.5,0,2172329,61616,27616,98.333333,93.666667,?,-1,?,?,?
credit-g_simple,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,206,94,0,68.666667,31.333333,0,0.219269,0.383695,0.469147,91.306299,102.376108,264.387604,3492.935239,-3228.547635,0.881292,11.643117,-10.761825,11.479452,0.038265,4.341903,0.809524,170,0.6,54,0.4,36,0.190476,40,0.758929,0.809524,0.78341,0.220767,0.629339,0.769731,0.686667,0.477143,0.522857,0.313333,0.673355,0.686667,0.678508,0.220767,0.629339,0.668577,0.608573,0.686667,0.043,0.01,0.046875,0.015625,46.875,15.625,2103179,61616,27616,97.333333,94.666667,?,-1,?,?,?
credit-g_simple,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,218,82,0,72.666667,27.333333,0,0.275618,0.375319,0.456506,89.313154,99.617622,264.387604,273.897664,-9.510059,0.881292,0.912992,-0.0317,19.819228,0.066064,7.496277,0.880952,185,0.633333,57,0.366667,33,0.119048,25,0.764463,0.880952,0.818584,0.287338,0.63463,0.785674,0.726667,0.479048,0.520952,0.273333,0.705814,0.726667,0.706793,0.287338,0.63463,0.689509,0.632265,0.726667,0.043,0.01,0.046875,0,46.875,0,2180535,61616,27616,98,93.833333,?,-1,?,?,?
credit-g_simple,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,194,106,0,64.666667,35.333333,0,0.076655,0.381709,0.464816,90.83382,101.431119,264.387604,270.645163,-6.257559,0.881292,0.902151,-0.020859,8.531628,0.028439,3.226939,0.814286,171,0.744444,67,0.255556,23,0.185714,39,0.718487,0.814286,0.763393,0.079042,0.640423,0.829587,0.646667,0.576825,0.423175,0.353333,0.614231,0.646667,0.625164,0.079042,0.640423,0.701227,0.533012,0.646667,0.043,0.01,0.03125,0.015625,31.25,15.625,2157982,61616,27616,98.666667,94.166667,?,-1,?,?,?
credit-g_simple,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,207,93,0,69,31,0,0.187063,0.37623,0.452161,89.529953,98.669606,264.387604,258.085017,6.302587,0.881292,0.860283,0.021009,17.596144,0.058654,6.655435,0.847619,178,0.677778,61,0.322222,29,0.152381,32,0.74477,0.847619,0.792873,0.193379,0.662989,0.823505,0.69,0.520159,0.479841,0.31,0.663962,0.69,0.670243,0.193379,0.662989,0.71142,0.58849,0.69,0.054,0.016,0.046875,0.015625,46.875,15.625,2213555,61616,27616,99.666667,96.666667,?,-1,?,?,?
credit-g_simple,11,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,200,100,0,66.666667,33.333333,0,0.122807,0.381213,0.46129,90.715692,100.661749,264.387604,272.362932,-7.975328,0.881292,0.907876,-0.026584,13.830955,0.046103,5.231317,0.833333,175,0.722222,65,0.277778,25,0.166667,35,0.729167,0.833333,0.777778,0.127294,0.640265,0.805364,0.666667,0.555556,0.444444,0.333333,0.635417,0.666667,0.644444,0.127294,0.64028,0.689158,0.555556,0.666667,0.059,0,0.0625,0,62.5,0,2162129,61616,27616,99,94.5,?,-1,?,?,?
credit-g_simple,12,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,197,103,0,65.666667,34.333333,0,0.118151,0.379655,0.465958,90.345114,101.680338,264.387604,1345.708869,-1081.321265,0.881292,4.485696,-3.604404,12.920059,0.043067,4.886787,0.809524,170,0.7,63,0.3,27,0.190476,40,0.729614,0.809524,0.767494,0.12051,0.639603,0.794268,0.656667,0.547143,0.452857,0.343333,0.631625,0.656667,0.640431,0.12051,0.639603,0.680397,0.555722,0.656667,0.053,0,0.046875,0,46.875,0,2139261,61616,27616,98,94,?,-1,?,?,?
credit-g_simple,13,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,192,108,0,64,36,0,0.065744,0.394015,0.472828,93.762206,103.17934,264.387604,281.539168,-17.151564,0.881292,0.938464,-0.057172,2.03524,0.006784,0.769794,0.804762,169,0.744444,67,0.255556,23,0.195238,41,0.716102,0.804762,0.757848,0.067473,0.612063,0.793506,0.64,0.579683,0.420317,0.36,0.609084,0.64,0.620104,0.067473,0.612063,0.673141,0.528274,0.64,0.047,0.015,0.046875,0.015625,46.875,15.625,2110215,61616,27616,99.333333,94.833333,?,-1,?,?,?
credit-g_simple,14,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,194,106,0,64.666667,35.333333,0,0.083045,0.38366,0.470652,91.298016,102.704572,264.387604,277.134168,-12.746564,0.881292,0.923781,-0.042489,8.526521,0.028422,3.225008,0.809524,170,0.733333,66,0.266667,24,0.190476,40,0.720339,0.809524,0.762332,0.085229,0.619153,0.807774,0.646667,0.570476,0.429524,0.353333,0.616737,0.646667,0.627139,0.085229,0.619153,0.688938,0.53701,0.646667,0.061,0.011,0.046875,0.015625,46.875,15.625,2182676,61616,27616,99.333333,94.333333,?,-1,?,?,?
credit-g_simple,15,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,209,91,0,69.666667,30.333333,0,0.231419,0.371626,0.452271,88.434394,98.693439,264.387604,1326.704708,-1062.317104,0.881292,4.422349,-3.541057,18.29742,0.060991,6.92068,0.828571,174,0.611111,55,0.388889,35,0.171429,36,0.759825,0.828571,0.792711,0.234457,0.671455,0.828313,0.696667,0.479206,0.520794,0.303333,0.679765,0.696667,0.685332,0.234457,0.671455,0.716696,0.613747,0.696667,0.043,0.011,0.046875,0.015625,46.875,15.625,2182481,61616,27616,99.333333,93.666667,?,-1,?,?,?
credit-g_simple,16,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,197,103,0,65.666667,34.333333,0,0.130068,0.379893,0.462681,90.401689,100.965214,264.387604,268.987037,-4.599433,0.881292,0.896623,-0.015331,12.20942,0.040698,4.618,0.8,168,0.677778,61,0.322222,29,0.2,42,0.733624,0.8,0.765376,0.131775,0.65381,0.825623,0.656667,0.534444,0.465556,0.343333,0.636072,0.656667,0.643838,0.131775,0.65381,0.708228,0.562812,0.656667,0.043,0.009,0.046875,0,46.875,0,2148620,61616,27616,99,94.166667,?,-1,?,?,?
credit-g_simple,17,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,214,86,0,71.333333,28.666667,0,0.285714,0.36179,0.437873,86.093864,95.551688,264.387604,253.651865,10.735739,0.881292,0.845506,0.035786,28.854072,0.09618,10.91355,0.828571,174,0.555556,50,0.444444,40,0.171429,36,0.776786,0.828571,0.801843,0.287666,0.702407,0.818274,0.713333,0.440317,0.559683,0.286667,0.701645,0.713333,0.705869,0.287666,0.702407,0.729085,0.641886,0.713333,0.051,0.008,0.046875,0.015625,46.875,15.625,2221310,61616,27616,97.666667,93.833333,?,-1,?,?,?
credit-g_simple,18,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,204,96,0,68,32,0,0.151943,0.368209,0.453475,87.621159,98.956368,264.387604,1330.437878,-1066.050274,0.881292,4.434793,-3.553501,24.648961,0.082163,9.32304,0.847619,178,0.711111,64,0.288889,26,0.152381,32,0.735537,0.847619,0.787611,0.158404,0.674815,0.819978,0.68,0.543492,0.456508,0.32,0.649359,0.68,0.656733,0.158404,0.674815,0.703049,0.569481,0.68,0.072,0.018,0.0625,0.015625,62.5,15.625,2190945,61616,27616,99.333333,95.166667,?,-1,?,?,?
credit-g_simple,19,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,201,99,0,67,33,0,0.116071,0.362188,0.449098,86.188383,98.001248,264.387604,1328.450582,-1064.062977,0.881292,4.428169,-3.546877,28.740369,0.095801,10.870543,0.847619,178,0.744444,67,0.255556,23,0.152381,32,0.726531,0.847619,0.782418,0.122191,0.67328,0.816902,0.67,0.566825,0.433175,0.33,0.634026,0.67,0.642865,0.122191,0.67328,0.706559,0.549829,0.67,0.064,0.01,0.046875,0.015625,46.875,15.625,2195517,61616,27616,98,93.166667,?,-1,?,?,?
credit-g_simple,20,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,700,300,214,86,0,71.333333,28.666667,0,0.234875,0.371295,0.450626,88.355607,98.334551,264.387604,1326.732607,-1062.345003,0.881292,4.422442,-3.54115,22.066458,0.073555,8.346253,0.87619,184,0.666667,60,0.333333,30,0.12381,26,0.754098,0.87619,0.810573,0.24642,0.676614,0.825149,0.713333,0.50381,0.49619,0.286667,0.688583,0.713333,0.690689,0.24642,0.676614,0.706462,0.610766,0.713333,0.068,0.013,0.046875,0.015625,46.875,15.625,2193186,61616,27616,99.333333,94.666667,?,-1,?,?,?
vehicle,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,590,256,191,65,0,74.609375,25.390625,0,0.66161,0.164766,0.271992,43.956771,62.82896,511.731115,186.008029,325.723086,1.99895,0.726594,1.272356,334.085778,1.305023,65.285414,0.578125,37,0.166667,32,0.833333,160,0.421875,27,0.536232,0.578125,0.556391,0.401533,0.871175,0.682814,0.746094,0.085317,0.914683,0.253906,0.738888,0.746094,0.740694,0.657036,0.931882,0.832875,0.743748,0.746094,0.099,0,0.09375,0,93.75,0,1332331,108979,48525,99.609375,56.542969,?,-1,?,?,?
vehicle,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,594,252,192,60,0,76.190476,23.809524,0,0.682326,0.156746,0.269185,41.817441,62.180931,503.72798,172.379217,331.348763,1.998921,0.684045,1.314876,335.509086,1.331385,66.605211,0.460317,29,0.111111,21,0.888889,168,0.539683,34,0.58,0.460317,0.513274,0.37916,0.868985,0.682496,0.761905,0.080575,0.919425,0.238095,0.756472,0.761905,0.756647,0.678926,0.933752,0.824325,0.758675,0.761905,0.107,0.009,0.109375,0.015625,109.375,15.625,1331439,109703,47801,100,54.365079,?,-1,?,?,?
vehicle,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20231230.1524,593,253,189,64,0,74.703557,25.296443,0,0.662681,0.162411,0.268589,43.328647,62.04318,505.729892,176.180414,329.549478,1.998932,0.696365,1.302567,334.732621,1.323054,66.188024,0.375,24,0.095238,18,0.904762,171,0.625,40,0.571429,0.375,0.45283,0.326846,0.866113,0.649682,0.747036,0.085803,0.914197,0.252964,0.733642,0.747036,0.733353,0.654715,0.932729,0.823937,0.737135,0.747036,0.108,0.004,0.078125,0.015625,78.125,15.625,1338375,109522,47982,100,55.335968,?,-1,?,?,?
