@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 41\nSize of the tree: 60\n','Number of leaves: 57\nSize of the tree: 83\n','Number of leaves: 35\nSize of the tree: 52\n','Number of leaves: 54\nSize of the tree: 81\n','Number of leaves: 34\nSize of the tree: 48\n','Number of leaves: 44\nSize of the tree: 64\n','Number of leaves: 76\nSize of the tree: 113\n','Number of leaves: 69\nSize of the tree: 111\n','Number of leaves: 62\nSize of the tree: 92\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 53\nSize of the tree: 81\n','Number of leaves: 41\nSize of the tree: 59\n','Number of leaves: 62\nSize of the tree: 89\n','Number of leaves: 61\nSize of the tree: 92\n','Number of leaves: 47\nSize of the tree: 70\n','Number of leaves: 30\nSize of the tree: 42\n','Number of leaves: 54\nSize of the tree: 82\n','Number of leaves: 47\nSize of the tree: 71\n','Number of leaves: 33\nSize of the tree: 48\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 60\nSize of the tree: 119\n','Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 72\nSize of the tree: 143\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 68\nSize of the tree: 135\n','Number of leaves: 45\nSize of the tree: 89\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 5\nSize of the tree: 9\n'}
@attribute measureOutOfBagError numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

vehicle,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,592,254,171,83,0,67.322835,32.677165,0,0.564088,0.165831,0.350671,44.239086,80.997574,507.813703,33442.007157,-32934.193454,1.999267,131.661445,-129.662179,317.246084,1.249,62.472927,0.28125,18,0.126316,24,0.873684,166,0.71875,46,0.428571,0.28125,0.339623,0.18106,0.76875,0.434054,0.673228,0.11035,0.88965,0.326772,0.66211,0.673228,0.661847,0.557898,0.837362,0.636914,0.664453,0.673228,0.016,0,0.015625,0,15.625,0,23891,109341,48163,83.858268,35.334646,'Number of leaves: 46\nSize of the tree: 91\n',?,91,46,46
vehicle,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,593,253,181,72,0,71.541502,28.458498,0,0.620405,0.140863,0.341437,37.578217,78.864539,505.817648,34494.479688,-33988.66204,1.999279,136.341817,-134.342538,339.258375,1.340942,67.071281,0.47619,30,0.142105,27,0.857895,163,0.52381,33,0.526316,0.47619,0.5,0.345811,0.71721,0.491906,0.715415,0.095917,0.904083,0.284585,0.7251,0.715415,0.718618,0.623771,0.853697,0.691117,0.720456,0.715415,0,0,0,0,0,0,29219,109522,47982,83.003953,30.83004,'Number of leaves: 58\nSize of the tree: 115\n',?,115,58,58
vehicle,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,593,253,175,78,0,69.16996,30.83004,0,0.588232,0.159608,0.334264,42.578855,77.207658,505.817648,33404.726854,-32898.909206,1.999279,132.034493,-130.035214,326.907422,1.292124,64.629501,0.206349,13,0.078947,15,0.921053,175,0.793651,50,0.464286,0.206349,0.285714,0.175611,0.72853,0.426935,0.6917,0.104927,0.895073,0.3083,0.684118,0.6917,0.669891,0.583407,0.846228,0.642237,0.671536,0.6917,0.016,0,0.015625,0,15.625,0,24335,109522,47982,87.351779,35.573123,'Number of leaves: 47\nSize of the tree: 93\n',?,93,47,47
vehicle,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,592,254,183,71,0,72.047244,27.952756,0,0.627412,0.144344,0.346536,38.50937,80.051351,507.690682,44126.85765,-43619.166969,1.998782,173.727786,-171.729004,337.761365,1.329769,66.528967,0.609375,39,0.173684,33,0.826316,157,0.390625,25,0.541667,0.609375,0.573529,0.419704,0.733799,0.489195,0.720472,0.093424,0.906576,0.279528,0.725462,0.720472,0.721153,0.62873,0.852753,0.690022,0.722941,0.720472,0,0,0,0,0,0,28775,109341,48163,81.889764,31.003937,'Number of leaves: 57\nSize of the tree: 113\n',?,113,57,57
vehicle,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,592,254,169,85,0,66.535433,33.464567,0,0.55352,0.154255,0.351204,41.151255,81.122277,507.791905,40912.84836,-40405.056456,1.999181,161.074206,-159.075025,325.403762,1.281117,64.082109,0.460317,29,0.188482,36,0.811518,155,0.539683,34,0.446154,0.460317,0.453125,0.269033,0.716613,0.437213,0.665354,0.113154,0.886846,0.334646,0.666789,0.665354,0.665851,0.552972,0.840411,0.644493,0.668704,0.665354,0,0,0,0,0,0,29219,109341,48163,85.03937,33.267717,'Number of leaves: 58\nSize of the tree: 115\n',?,115,58,58
vehicle,11,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,592,254,182,72,0,71.653543,28.346457,0,0.621735,0.154769,0.33401,41.288107,77.149148,507.813703,35551.161069,-35043.347366,1.999267,139.965201,-137.965935,332.40078,1.308664,65.457229,0.359375,23,0.068421,13,0.931579,177,0.640625,41,0.638889,0.359375,0.46,0.362169,0.779235,0.52438,0.716535,0.095762,0.904238,0.283465,0.731531,0.716535,0.708674,0.627313,0.849973,0.675212,0.710301,0.716535,0,0,0,0,0,0,23891,109341,48163,85.826772,34.744094,'Number of leaves: 46\nSize of the tree: 91\n',?,91,46,46
vehicle,12,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,592,254,184,70,0,72.440945,27.559055,0,0.63212,0.153066,0.330402,40.8339,76.315816,507.813703,28058.150482,-27550.336779,1.999267,110.465159,-108.465893,334.57025,1.317206,65.884447,0.390625,25,0.078947,15,0.921053,175,0.609375,39,0.625,0.390625,0.480769,0.37148,0.801234,0.517375,0.724409,0.093544,0.906456,0.275591,0.731763,0.724409,0.716967,0.634418,0.865587,0.667728,0.719036,0.724409,0,0,0,0,0,0,21671,109341,48163,88.188976,35.137795,'Number of leaves: 41\nSize of the tree: 81\n',?,81,41,41
vehicle,13,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,593,253,184,69,0,72.727273,27.272727,0,0.636464,0.14024,0.34902,37.412037,80.616017,505.817648,50541.610406,-50035.792758,1.999279,199.769211,-197.769932,337.438744,1.33375,66.71154,0.68254,43,0.157895,30,0.842105,160,0.31746,20,0.589041,0.68254,0.632353,0.500743,0.780618,0.520648,0.727273,0.091098,0.908902,0.272727,0.722491,0.727273,0.722367,0.633731,0.841323,0.659396,0.723861,0.727273,0.016,0,0.015625,0,15.625,0,33659,109522,47982,81.422925,31.719368,'Number of leaves: 68\nSize of the tree: 135\n',?,135,68,68
vehicle,14,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,592,254,183,71,0,72.047244,27.952756,0,0.627081,0.141159,0.325712,37.659627,75.240795,507.690682,31261.926578,-30754.235896,1.998782,123.078451,-121.079669,345.747157,1.361209,68.101931,0.59375,38,0.194737,37,0.805263,153,0.40625,26,0.506667,0.59375,0.546763,0.379749,0.759827,0.481931,0.720472,0.094239,0.905761,0.279528,0.716392,0.720472,0.71557,0.624455,0.855075,0.668231,0.717939,0.720472,0,0,0,0,0,0,23447,109341,48163,86.614173,34.547244,'Number of leaves: 45\nSize of the tree: 89\n',?,89,45,45
vehicle,15,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,593,253,175,78,0,69.16996,30.83004,0,0.589627,0.159851,0.346542,42.643857,80.043592,505.817648,27022.362547,-26516.544899,1.999279,106.807757,-104.808478,323.087851,1.277027,63.874373,0.634921,40,0.168421,32,0.831579,158,0.365079,23,0.555556,0.634921,0.592593,0.447088,0.779825,0.556664,0.6917,0.102459,0.897541,0.3083,0.682941,0.6917,0.680256,0.58425,0.855501,0.668212,0.683186,0.6917,0.015,0,0.015625,0,15.625,0,21671,109522,47982,87.351779,38.339921,'Number of leaves: 41\nSize of the tree: 81\n',?,81,41,41
vehicle,16,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,592,254,175,79,0,68.897638,31.102362,0,0.585619,0.148231,0.332611,39.544048,76.826127,507.813703,33408.689625,-32900.875922,1.999267,131.530274,-129.531008,337.726033,1.32963,66.505892,0.625,40,0.226316,43,0.773684,147,0.375,24,0.481928,0.625,0.544218,0.369027,0.703906,0.501565,0.688976,0.104405,0.895595,0.311024,0.682822,0.688976,0.677649,0.581099,0.859754,0.702363,0.681366,0.688976,0.011,0,0.015625,0,15.625,0,23891,109341,48163,86.220472,33.858268,'Number of leaves: 46\nSize of the tree: 91\n',?,91,46,46
vehicle,17,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,593,253,179,74,0,70.750988,29.249012,0,0.609975,0.151818,0.347251,40.500684,80.207562,505.817648,36629.799133,-36123.981485,1.999279,144.781815,-142.782536,326.839734,1.291857,64.616119,0.68254,43,0.215789,41,0.784211,149,0.31746,20,0.511905,0.68254,0.585034,0.428596,0.78066,0.474469,0.70751,0.09828,0.90172,0.29249,0.722425,0.70751,0.709993,0.615942,0.848603,0.66174,0.712247,0.70751,0.005,0,0,0,0,0,28331,109522,47982,85.770751,33.003953,'Number of leaves: 56\nSize of the tree: 111\n',?,111,56,56
vehicle,18,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,592,254,175,79,0,68.897638,31.102362,0,0.584426,0.164412,0.344885,43.863267,79.670004,507.690682,43051.252116,-42543.561435,1.998782,169.493119,-167.494336,320.571273,1.262092,63.143029,0.328125,21,0.110526,21,0.889474,169,0.671875,43,0.5,0.328125,0.396226,0.254291,0.766982,0.470271,0.688976,0.105191,0.894809,0.311024,0.694563,0.688976,0.681616,0.587215,0.834233,0.625302,0.681749,0.688976,0.004,0,0,0,0,0,21671,109341,48163,84.251969,35.925197,'Number of leaves: 41\nSize of the tree: 81\n',?,81,41,41
vehicle,19,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,593,253,179,74,0,70.750988,29.249012,0,0.609438,0.149064,0.339143,39.766087,78.334769,505.817648,41968.042133,-41462.224485,1.999279,165.881589,-163.88231,335.490444,1.326049,66.326362,0.333333,21,0.078947,15,0.921053,175,0.666667,42,0.583333,0.333333,0.424242,0.31489,0.767753,0.494634,0.70751,0.099047,0.900953,0.29249,0.719979,0.70751,0.69997,0.614309,0.844636,0.666314,0.700734,0.70751,0,0,0,0,0,0,27887,109522,47982,84.58498,32.509881,'Number of leaves: 55\nSize of the tree: 109\n',?,109,55,55
vehicle,20,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,593,253,174,79,0,68.774704,31.225296,0,0.583396,0.163886,0.373917,43.720328,86.366824,505.817648,57010.672585,-56504.854937,1.999279,225.338627,-223.339348,310.834318,1.228594,61.451853,0.603175,38,0.2,38,0.8,152,0.396825,25,0.5,0.603175,0.546763,0.380318,0.700501,0.412538,0.687747,0.105005,0.894995,0.312253,0.701114,0.687747,0.6921,0.588868,0.802878,0.615975,0.693469,0.687747,0,0,0,0,0,0,27443,109522,47982,77.470356,32.312253,'Number of leaves: 54\nSize of the tree: 107\n',?,107,54,54
iris,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,41,4,0,91.111111,8.888889,0,0.866667,0.077411,0.233074,17.417417,49.442558,71.323313,19.50077,51.822542,1.584963,0.43335,1.151612,60.813381,1.351408,85.264382,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.911111,0.044444,0.955556,0.088889,0.911111,0.911111,0.911111,0.866667,0.955556,0.878519,0.911111,0.911111,0,0,0,0,0,0,3832,8563,4423,95.555556,44.444444,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
iris,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,44,1,0,97.777778,2.222222,0,0.966667,0.020915,0.122451,4.705882,25.975767,71.323313,1074.602962,-1003.27965,1.584963,23.880066,-22.295103,68.550425,1.523343,96.112229,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.977778,0.011111,0.988889,0.022222,0.979167,0.977778,0.977753,0.967451,0.983333,0.964352,0.977753,0.977778,0,0,0,0,0,0,4640,8563,4423,97.777778,33.333333,'Number of leaves: 5\nSize of the tree: 9\n',?,9,5,5
iris,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,43,2,0,95.555556,4.444444,0,0.933333,0.051081,0.163271,11.493311,34.634988,71.323313,9.655963,61.667349,1.584963,0.214577,1.370386,64.820462,1.440455,90.882574,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.955556,0.022222,0.977778,0.044444,0.960784,0.955556,0.955357,0.936291,0.977778,0.938562,0.955357,0.955556,0,0,0,0,0,0,3832,8563,4423,100,45.925926,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
iris,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,41,4,0,91.111111,8.888889,0,0.866667,0.064198,0.228281,14.444444,48.425627,71.323313,1087.080949,-1015.757637,1.584963,24.157354,-22.572392,62.155277,1.381228,87.145808,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.911111,0.044444,0.955556,0.088889,0.915535,0.911111,0.910714,0.869212,0.958148,0.897047,0.910714,0.911111,0,0,0,0,0,0,4640,8563,4423,93.333333,34.814815,'Number of leaves: 5\nSize of the tree: 9\n',?,9,5,5
iris,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,41,4,0,91.111111,8.888889,0,0.866667,0.068991,0.241886,15.522876,51.311769,71.323313,1090.450313,-1019.127001,1.584963,24.232229,-22.647267,61.584894,1.368553,86.346093,0.933333,14,0,0,1,30,0.066667,1,1,0.933333,0.965517,0.950382,0.966667,0.955556,0.911111,0.044444,0.955556,0.088889,0.918803,0.911111,0.910584,0.871263,0.946667,0.871658,0.910584,0.911111,0,0,0,0,0,0,4236,8563,4423,91.111111,34.074074,'Number of leaves: 4\nSize of the tree: 7\n',?,7,4,4
iris,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,44,1,0,97.777778,2.222222,0,0.966667,0.02803,0.123375,6.306818,26.171817,71.323313,1075.307163,-1003.983851,1.584963,23.895715,-22.310752,67.846224,1.507694,95.124892,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.977778,0.011111,0.988889,0.022222,0.979167,0.977778,0.977753,0.967451,0.972222,0.964352,0.977753,0.977778,0,0,0,0,0,0,4640,8563,4423,97.777778,33.333333,'Number of leaves: 5\nSize of the tree: 9\n',?,9,5,5
iris,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,44,1,0,97.777778,2.222222,0,0.966667,0.043129,0.120519,9.703947,25.566004,71.323313,6.296149,65.027163,1.584963,0.139914,1.445048,66.26563,1.47257,92.908795,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.977778,0.011111,0.988889,0.022222,0.979167,0.977778,0.977753,0.967451,0.988889,0.968056,0.977753,0.977778,0,0,0,0,0,0,3832,8563,4423,100,45.185185,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
iris,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,44,1,0,97.777778,2.222222,0,0.966667,0.027397,0.09819,6.164216,20.829188,71.323313,3.659251,67.664061,1.584963,0.081317,1.503646,67.909174,1.509093,95.213152,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.977778,0.011111,0.988889,0.022222,0.979167,0.977778,0.977753,0.967451,0.999259,0.997222,0.977753,0.977778,0,0,0,0,0,0,4236,8563,4423,100,34.814815,'Number of leaves: 4\nSize of the tree: 7\n',?,7,4,4
iris,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,41,4,0,91.111111,8.888889,0,0.866667,0.059259,0.243432,13.333333,51.639778,71.323313,4296,-4224.676687,1.584963,95.466667,-93.881704,62.643613,1.39208,87.830487,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.911111,0.044444,0.955556,0.088889,0.911111,0.911111,0.911111,0.866667,0.933333,0.863704,0.911111,0.911111,0,0,0,0,0,0,4236,8563,4423,91.111111,33.333333,'Number of leaves: 4\nSize of the tree: 7\n',?,7,4,4
iris,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,42,3,0,93.333333,6.666667,0,0.9,0.051235,0.207567,11.527778,44.031708,71.323313,1084.858557,-1013.535244,1.584963,24.107968,-22.523005,64.132557,1.425168,89.918085,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.934524,0.933333,0.933259,0.900682,0.961852,0.905518,0.933259,0.933333,0,0,0,0,0,0,4640,8563,4423,93.333333,34.074074,'Number of leaves: 5\nSize of the tree: 9\n',?,9,5,5
iris,11,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,42,3,0,93.333333,6.666667,0,0.9,0.049947,0.196558,11.238095,41.69618,71.323313,2150.9587,-2079.635387,1.584963,47.799082,-46.21412,64.269875,1.428219,90.110615,0.933333,14,0,0,1,30,0.066667,1,1,0.933333,0.965517,0.950382,0.966667,0.955556,0.933333,0.033333,0.966667,0.066667,0.936975,0.933333,0.93319,0.902141,0.964815,0.923603,0.93319,0.933333,0,0,0,0,0,0,4236,8563,4423,95.555556,34.814815,'Number of leaves: 4\nSize of the tree: 7\n',?,7,4,4
iris,12,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,40,5,0,88.888889,11.111111,0,0.833333,0.087921,0.260915,19.782135,55.34839,71.323313,1092.390388,-1021.067076,1.584963,24.275342,-22.690379,59.092848,1.313174,82.85208,0.933333,14,0,0,1,30,0.066667,1,1,0.933333,0.965517,0.950382,0.966667,0.955556,0.888889,0.055556,0.944444,0.111111,0.902047,0.888889,0.887562,0.841252,0.937407,0.848761,0.887562,0.888889,0,0,0,0,0,0,3832,8563,4423,97.777778,47.407407,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
iris,13,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,45,0,0,100,0,0,1,0.013902,0.020864,3.128055,4.425897,71.323313,1.375498,69.947815,1.584963,0.030567,1.554396,69.947815,1.554396,98.071462,1,15,0,0,1,30,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4640,8563,4423,100,33.333333,'Number of leaves: 5\nSize of the tree: 9\n',?,9,5,5
iris,14,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,43,2,0,95.555556,4.444444,0,0.933333,0.035132,0.17019,7.904762,36.10265,71.323313,1079.714765,-1008.391453,1.584963,23.993661,-22.408699,66.4398,1.47644,93.152993,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.955556,0.022222,0.977778,0.044444,0.955556,0.955556,0.955556,0.933333,0.972222,0.932593,0.955556,0.955556,0,0,0,0,0,0,4236,8563,4423,95.555556,33.333333,'Number of leaves: 4\nSize of the tree: 7\n',?,7,4,4
iris,15,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,41,4,0,91.111111,8.888889,0,0.866667,0.059259,0.243432,13.333333,51.639778,71.323313,4296,-4224.676687,1.584963,95.466667,-93.881704,62.643613,1.39208,87.830487,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.911111,0.044444,0.955556,0.088889,0.911111,0.911111,0.911111,0.866667,0.933333,0.863704,0.911111,0.911111,0,0,0,0,0,0,4236,8563,4423,91.111111,33.333333,'Number of leaves: 4\nSize of the tree: 7\n',?,7,4,4
iris,16,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,43,2,0,95.555556,4.444444,0,0.933333,0.044727,0.169303,10.063492,35.914571,71.323313,10.031973,61.291339,1.584963,0.222933,1.36203,65.379833,1.452885,91.666849,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.955556,0.022222,0.977778,0.044444,0.960784,0.955556,0.955357,0.936291,0.976296,0.936275,0.955357,0.955556,0,0,0,0,0,0,4236,8563,4423,100,45.925926,'Number of leaves: 4\nSize of the tree: 7\n',?,7,4,4
iris,17,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,40,5,0,88.888889,11.111111,0,0.833333,0.08694,0.270065,19.561404,57.2895,71.323313,4301.086699,-4229.763386,1.584963,95.579704,-93.994742,59.168598,1.314858,82.958287,0.933333,14,0,0,1,30,0.066667,1,1,0.933333,0.965517,0.950382,0.966667,0.955556,0.888889,0.055556,0.944444,0.111111,0.900285,0.888889,0.890382,0.839188,0.921852,0.839623,0.890382,0.888889,0,0,0,0,0,0,3832,8563,4423,91.111111,42.962963,'Number of leaves: 3\nSize of the tree: 5\n',?,5,3,3
iris,18,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,44,1,0,97.777778,2.222222,0,0.966667,0.020915,0.122451,4.705882,25.975767,71.323313,1074.602962,-1003.27965,1.584963,23.880066,-22.295103,68.550425,1.523343,96.112229,1,15,0,0,1,30,0,0,1,1,1,1,1,1,0.977778,0.011111,0.988889,0.022222,0.979167,0.977778,0.977753,0.967451,0.983333,0.964352,0.977753,0.977778,0,0,0,0,0,0,4640,8563,4423,97.777778,33.333333,'Number of leaves: 5\nSize of the tree: 9\n',?,9,5,5
iris,19,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,40,5,0,88.888889,11.111111,0,0.833333,0.083805,0.270783,18.856209,57.441834,71.323313,2164.450313,-2093.127001,1.584963,48.098896,-46.513933,59.414969,1.320333,83.303715,0.866667,13,0,0,1,30,0.133333,2,1,0.866667,0.928571,0.901388,0.933333,0.911111,0.888889,0.055556,0.944444,0.111111,0.896825,0.888889,0.888416,0.838047,0.928889,0.838253,0.888416,0.888889,0,0,0,0,0,0,4236,8563,4423,88.888889,34.074074,'Number of leaves: 4\nSize of the tree: 7\n',?,7,4,4
iris,20,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20231230.1524,105,45,45,0,0,100,0,0,1,0.013902,0.020864,3.128055,4.425897,71.323313,1.375498,69.947815,1.584963,0.030567,1.554396,69.947815,1.554396,98.071462,1,15,0,0,1,30,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4640,8563,4423,100,33.333333,'Number of leaves: 5\nSize of the tree: 9\n',?,9,5,5
contact-lenses,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20231230.1524,17,7,5,2,0,71.428571,28.571429,0,0.363636,0.246997,0.315929,68.249265,78.1153,8.63441,5.430216,3.204195,1.233487,0.775745,0.457742,3.528508,0.504073,40.86565,1,1,0,0,1,6,0,0,1,1,1,1,1,1,0.714286,0.380952,0.619048,0.285714,0.714286,0.714286,0.714286,0.333333,0.833333,0.887755,0.6,0.714286,0,0,0,0,0,0,3193,2900,2210,100,90.47619,?,?,?,?,?
contact-lenses,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20231230.1524,17,7,5,2,0,71.428571,28.571429,0,0.517241,0.287033,0.342265,75.34621,77.650056,9.913647,6.282563,3.631084,1.416235,0.897509,0.518726,3.74331,0.534759,37.759162,0.5,1,0,0,1,5,0.5,1,1,0.5,0.666667,0.645497,1,1,0.714286,0.214286,0.785714,0.285714,0.785714,0.714286,0.714286,0.514737,0.952381,0.971429,0.694444,0.714286,0,0,0,0,0,0,3193,2900,2210,100,85.714286,?,?,?,?,?
contact-lenses,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20231230.1524,17,7,4,3,0,57.142857,42.857143,0,0,0.236853,0.31721,62.173908,71.965749,9.913647,5.306222,4.607424,1.416235,0.758032,0.658203,4.607424,0.658203,46.475576,0,0,0,0,1,5,1,2,?,0,?,?,1,1,0.571429,0.571429,0.428571,0.428571,?,0.571429,?,?,1,1,?,0.571429,0,0,0,0,0,0,3193,2900,2210,100,85.714286,?,?,?,?,?
contact-lenses,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20231230.1524,17,7,5,2,0,71.428571,28.571429,0,0.391304,0.243147,0.322628,63.826072,73.195006,9.913647,5.454563,4.459084,1.416235,0.779223,0.637012,4.459084,0.637012,44.979249,0.5,1,0,0,1,5,0.5,1,1,0.5,0.666667,0.645497,1,1,0.714286,0.380952,0.619048,0.285714,?,0.714286,?,?,1,1,?,0.714286,0,0,0,0,0,0,3193,2900,2210,100,90.47619,?,?,?,?,?
contact-lenses,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20231230.1524,18,6,5,1,0,83.333333,16.666667,0,0.6,0.2382,0.312409,65.246206,75.420746,7.692126,4.443053,3.249073,1.282021,0.740509,0.541512,3.220041,0.536673,41.861516,1,1,0,0,1,5,0,0,1,1,1,1,1,1,0.833333,0.333333,0.666667,0.166667,?,0.833333,?,?,0.966667,0.916667,?,0.833333,0,0,0,0,0,0,3193,2969,2141,100,83.333333,?,?,?,?,?
contact-lenses,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20231230.1524,16,8,6,2,0,75,25,0,0.609756,0.263518,0.33713,70.684936,79.297763,10.686262,7.115937,3.570325,1.335783,0.889492,0.446291,4.48297,0.560371,41.950774,1,2,0.166667,1,0.833333,5,0,0,0.666667,1,0.8,0.745356,0.916667,0.833333,0.75,0.059524,0.940476,0.25,0.854167,0.75,0.752083,0.643171,0.895833,0.916667,0.738889,0.75,0,0,0,0,0,0,3193,2831,2279,100,87.5,?,?,?,?,?
contact-lenses,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20231230.1524,16,8,6,2,0,75,25,0,0.407407,0.241108,0.306288,64.673696,72.04331,10.686262,5.765141,4.921121,1.335783,0.720643,0.61514,4.914776,0.614347,45.991535,0.5,1,0,0,1,6,0.5,1,1,0.5,0.666667,0.654654,1,1,0.75,0.416667,0.583333,0.25,?,0.75,?,?,1,1,?,0.75,0,0,0,0,0,0,3193,2831,2279,100,91.666667,?,?,?,?,?
contact-lenses,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20231230.1524,16,8,7,1,0,87.5,12.5,0,0.741935,0.235505,0.283004,63.170807,66.566609,10.686262,5.351231,5.335031,1.335783,0.668904,0.666879,5.335031,0.666879,49.924199,0.5,1,0,0,1,6,0.5,1,1,0.5,0.666667,0.654654,1,1,0.875,0.208333,0.791667,0.125,0.895833,0.875,0.859848,0.754511,1,1,0.858586,0.875,0,0,0,0,0,0,3193,2831,2279,100,91.666667,?,?,?,?,?
